#front|back
今天 天氣 不錯 。|The weather's nice today.<br /><br />今天 天氣 不錯 。<br /><br />jīntiān tiānqì búcuò.
但是 ， 消防員 難以 平息 她的 情緒 ， 因為 那個 女人的 貓 在 火場 喪命 。|However, the firefighters had a hard time trying to calm a woman down. Apparently, her cat perished in the fire.<br /><br />但是 ， 消防員 難以 平息 她的 情緒 ， 因為 那個 女人的 貓 在 火場 喪命 。<br /><br />dànshì, xiāofángyuán nányǐ píngxí tāde· qíngxù, yīnwèi nàge· nǚrénde· māo zài huǒchǎng sàngmìng.
俄羅斯 和 美國的 會談 已經 破局了 。|Talks between Russia and the United States have broken down.<br /><br />俄羅斯 和 美國的 會談 已經 破局了 。<br /><br />èluósī hàn měiguóde· huìtán yǐjīng pòjúle·.
大學畢業的 札希妲 被 所有 她 申請過的 工作 給 拒絕了 。 找 工作 是 困難的 。|After college, Zahida was turned down from every job she applied for. Finding a job was difficult.<br /><br />大學畢業的 札希妲 被 所有 她 申請過的 工作 給 拒絕了 。 找 工作 是 困難的 。<br /><br />dàxuébìyède· zháxīdá bèi suǒyǒu tā shēnqǐngguòde· gōngzuò gěi jùjuéle·. zhǎo gōngzuò shì kùnnánde·.
當 一郎 剛 到 倫敦時 ， 一名 男子 走上前 跟 他 要錢 ， 所以 他 給了 他 幾塊 日元 。|When Ichirou had just arrived in London, a man came up to him in the street and asked for money, so he gave him a few Japanese yen.<br /><br />當 一郎 剛 到 倫敦時 ， 一名 男子 走上前 跟 他 要錢 ， 所以 他 給了 他 幾塊 日元 。<br /><br />dāng yīláng gāng dào lúndūnshí, yìmíng nánzǐ zǒushàngqián gēn tā yàoqián, suǒyǐ tā gěile· tā jǐkuài rìyuán.
警察 要問 我們 很多 問題 ， 所以 我們 需要 互相 串通好。|The police are going to ask us a lot of questions, so we need to back each other up.<br /><br />警察 要問 我們 很多 問題 ， 所以 我們 需要 互相 串通好。<br /><br />jǐngchá yàowèn wǒmen hěnduō wèntí, suǒyǐ wǒmen xūyào hùxiāng chuàntōnghǎo.
警方 成立了 專案小組 來調查 這起 謀殺 。|The police set up a special task force to investigate the murders.<br /><br />警方 成立了 專案小組 來調查 這起 謀殺 。<br /><br />jǐngfāng chénglìle· zhuānànxiǎozǔ láitiáochá zhèqǐ móushā.
你 應該 隨時 備份 你的 電腦檔案 ， 以防 硬 碟 壞掉 。|You should always back up your computer files just in case the hard drive dies.<br /><br />你 應該 隨時 備份 你的 電腦檔案 ， 以防 硬 碟 壞掉 。<br /><br />nǐ yīnggāi suíshí bèifèn nǐde· diànnǎodàngàn, yǐfáng yìngdié huàidiào.
你 應該 隨時 存檔 ， 以防 電腦 突然 當機 。|You should always save your files as you're working on them just in case your computer crashes.<br /><br />你 應該 隨時 存檔 ， 以防 電腦 突然 當機 。<br /><br />nǐ yīnggāi suíshí cúndàng, yǐfáng diànnǎo tūrán dàngjī.
警方 意外地 開槍 打死了 一名 男子 。 他們 試圖 掩蓋 究竟 發生了 什麼 事 ， 但 卻 成了 一大 醜聞 。|The police accidentally shot and killed a man. They tried to cover up what really happened, but it became a big scandal.<br /><br />警方 意外地 開槍 打死了 一名 男子 。 他們 試圖 掩蓋 究竟 發生了 什麼 事 ， 但 卻 成了 一大 醜聞 。<br /><br />jǐngfāng yìwàide· kāiqiāng dǎsǐle· yìmíng nánzǐ. tāmen shìtú yǎngài jiùjìng fāshēngle· shéme shì, dàn què chéngle· yídà chǒuwén.
他們 不能 不處理 這個 案子 ， 然後 期望 大 家 會忘記 這件 事 。|They couldn't just brush it under the carpet and expect everything to blow over and go away.<br /><br />他們 不能 不處理 這個 案子 ， 然後 期望 大 家 會忘記 這件 事 。<br /><br />tāmen bùnéng bùchǔlǐ zhège· ànzǐ, ránhòu qíwàng dàjiā huìwàngjì zhèjiàn shì.
新聞 報導 很多 殺人嫌犯的 負面新聞 ， 但 他 不是 罪魁禍首 ， 人 不是 他殺的 。|The murder suspect got bad press, but he wasn't the culprit; he was not the man who did it.<br /><br />新聞 報導 很多 殺人嫌犯的 負面新聞 ， 但 他 不是 罪魁禍首 ， 人 不是 他殺的 。<br /><br />xīnwén bàodǎo hěnduō shārénxiánfànde· fùmiànxīnwén, dàn tā búshì zuìkuíhuòshǒu, rén búshì tāshāde·.
因為 他 有 這麼 多 負面新聞 ， 大家 不會 那 麼 輕易 忘記 。 現在 每個人都 知道 他 是 誰 了 。|Since he got so much bad press, it wouldn't just blow over. Everybody knew him now.<br /><br />因為 他 有 這麼 多 負面新聞 ， 大家 不會 那 麼 輕易 忘記 。 現在 每個人都 知道 他 是 誰 了 。<br /><br />yīnwèi tā yǒu zhème duō fùmiànxīnwén, dàjiā búhuì nàme qīngyì wàngjì. xiànzài měigèréndōu zhīdào tā shì shéi le·.
因此 他 起訴 並 要求 賠償 他的 聲譽 受損 。|So he sued and was awarded compensation for damage to his reputation.<br /><br />因此 他 起訴 並 要求 賠償 他的 聲譽 受損 。<br /><br />yīncǐ tā qǐsù bìng yàoqiú péicháng tāde· shēngyù shòusǔn.
我們 剛剛 贏得了 一份 新合約 ， 但 必須 在 未來 三個 月內 完成 。|We just won a new contract, but completing it will take up the next three (3) months.<br /><br />我們 剛剛 贏得了 一份 新合約 ， 但 必須 在 未來 三個 月內 完成 。<br /><br />wǒmen gānggāng yíngdéle· yífèn xīnhéyuē, dàn bìxū zài wèilái sānge· yuènèi wánchéng.
我 小的時候 ， 因為 我 父母 長年 在 外地 出 差 ， 所以 是 爺爺奶奶 把 我 養 大 。> 我 爺爺奶奶 把 我 養大 。|My parents were away on business when I was a child, so my grandparents brought me up. > My grandparents raised me.<br /><br />我 小的時候 ， 因為 我 父母 長年 在 外地 出 差 ， 所以 是 爺爺奶奶 把 我 養 大 。> 我 爺爺奶奶 把 我 養大 。<br /><br />wǒ xiǎode·shíhòu, yīnwèi wǒ fùmǔ chángnián zài wàide· chūchāi, suǒyǐ shì yéyénǎinǎi bǎ wǒ yǎng dà. > wǒ yéyénǎinǎi bǎ wǒ yǎngdà.
如果 你 找不到 旅館 過夜 ， 你 最後 只能 睡 在 路邊 。|If you can't find a hotel for the night, you'll end up sleeping on the street.<br /><br />如果 你 找不到 旅館 過夜 ， 你 最後 只能 睡 在 路邊 。<br /><br />rúguǒ nǐ zhǎobúdào lǚguǎn guòyè, nǐ zuìhòu zhǐnéng shuìzài lùbiān.
有人 在 大街上 打架 ， 最後 三名 男子 都 被 送進了 醫院 。|There was a fight on the street and three (3) men ended up in the hospital.<br /><br />有人 在 大街上 打架 ， 最後 三名 男子 都 被 送進了 醫院 。<br /><br />yǒurén zài dàjiēshàng dǎjià, zuìhòu sānmíng nánzǐ dōu bèi sòngjìnle· yīyuàn.
不要 和 警察 爭辯 ， 否則 最後 你 會 被 逮 捕 。|Don't argue with the police officer, or you'll just end up getting arrested.<br /><br />不要 和 警察 爭辯 ， 否則 最後 你 會 被 逮 捕 。<br /><br />búyào hàn jǐngchá zhēngbiàn, fǒuzé zuìhòu nǐ huì bèi dǎibǔ.
這個 城市中 有 兩所 大學 ， 學生 就 占了 總 人口的 百分之 二十。|There are two (2) universities in the city, and students make up twenty percent (20%) of the population.<br /><br />這個 城市中 有 兩所 大學 ， 學生 就 占了 總 人口的 百分之 二十。<br /><br />zhège· chéngshìzhōng yǒu liǎngsuǒ dàxué, xuéshēng jiù zhànle· zǒngrénkǒude· bǎifēnzhī èrshí.
我 再 幾分鐘內 就 會準備好。 你 先 出發 ， 我 會趕上。|I'll be ready in a few minutes. You go on ahead and I'll catch up with you.<br /><br />我 再 幾分鐘內 就 會準備好。 你 先 出發 ， 我 會趕上。<br /><br />wǒ zài jǐfēnzhōngnèi jiù huìzhǔnbèihǎo. nǐ xiān chūfā, wǒ huìgǎnshàng.
我 爸媽 在 預訂的 班機 起飛前 兩個 小時 送 我 到 機場 。|My parents dropped me off at the airport two (2) hours before my flight was scheduled to take off.<br /><br />我 爸媽 在 預訂的 班機 起飛前 兩個 小時 送 我 到 機場 。<br /><br />wǒ bàmā zài yùdìngde· bānjī qǐfēiqián liǎngge· xiǎoshí sòng wǒ dào jīchǎng.
當 我 坐 飛機 回家時 ， 我 爸媽 還是 來接 我 。|My parents were there again to pick me up when I flew back home.<br /><br />當 我 坐 飛機 回家時 ， 我 爸媽 還是 來接 我 。<br /><br />dāng wǒ zuò fēijī huíjiāshí, wǒ bàmā háishì láijiē wǒ.
西蒙 總是 有著 無窮的 創意 ，而且 能夠 創造 出 許多 很棒的 想法 。|Simon is terribly creative, and is always coming up with great ideas.<br /><br />西蒙 總是 有著 無窮的 創意 ，而且 能夠 創造 出 許多 很棒的 想法 。<br /><br />xīméng zǒngshì yǒuzhe· wúqióngde· chuàngyì, érqiě nénggòu chuàngzàochū xǔduō hěnbàngde· xiǎngfǎ.
我 為了 去 世界各地 旅行 而 存錢 。|I'm saving my money up for a trip around the world.<br /><br />我 為了 去 世界各地 旅行 而 存錢 。<br /><br />wǒ wèile· qù shìjiègède· lǚxíng ér cúnqián.
F1賽車 起火 爆炸了 。幸運的 是 ，駕駛 死裡 逃生。|The F1 racer caught fire and blew up. Luckily the driver just narrowly escaped.<br /><br />F1賽車 起火 爆炸了 。幸運的 是 ，駕駛 死裡 逃生。<br /><br />F1sàichē qǐhuǒ bàozhàle·. xìngyùnde· shì, jiàshǐ sǐlǐ táoshēng.
我的 朋友 幾天前 被 襲擊 和 毆打 ， 他 還在 住院中 。|A friend of mine was attacked and beaten up a few days ago. He's been in the hospital ever since.<br /><br />我的 朋友 幾天前 被 襲擊 和 毆打 ， 他 還在 住院中 。<br /><br />wǒde· péngyǒu jǐtiānqián bèi xíjí hàn ōudǎ, tā háizài zhùyuànzhōng.
路德維希 和 瑞塔 分手了 。|Ludwig and Rita broke up. > Ludwig and Rita split up.<br /><br />路德維希 和 瑞塔 分手了 。<br /><br />lùdéwéixī hàn ruìtǎ fēnshǒule·.
路德維希 和 瑞塔 最後 還是 分手了 。|Ludwig and Rita ended up breaking up. > Ludwig and Rita ended up splitting up.<br /><br />路德維希 和 瑞塔 最後 還是 分手了 。<br /><br />lùdéwéixī hàn ruìtǎ zuìhòu háishì fēnshǒule·.
他們 還是 無法 與 對方 相處 ， 最後 還是 以 失敗 告終 。|They couldn't get along with each other, so the relationship didn't work out in the end.<br /><br />他們 還是 無法 與 對方 相處 ， 最後 還是 以 失敗 告終 。<br /><br />tāmen háishì wúfǎ yǔ duìfāng xiāngchù, zuìhòu háishì yǐ shībài gàozhōng.
公司的 財務狀況 耽擱了 蓋 新工廠 的 規劃 。|Plans to build a new factory have been held up because of the company's financial problems.<br /><br />公司的 財務狀況 耽擱了 蓋 新工廠 的 規劃 。<br /><br />gōngsīde· cáiwùzhuàngkuàng dāngēle· gài xīngōngchǎng de· guīhuà.
我們 住在 國際機場旁 ， 所以 我們 每天 要忍 受 很多 噪音 。|We live next to an international airport, so we have to put up with a lot of noise.<br /><br />我們 住在 國際機場旁 ， 所以 我們 每天 要忍 受 很多 噪音 。<br /><br />wǒmen zhùzài guójìjīchǎngpáng, suǒyǐ wǒmen měitiān yàorěnshòu hěnduō zàoyīn.
這兩 兄弟 是 同卵雙胞胎 。 所以 大家 常 把 他們 兩個 搞混 。|The two (2) brothers are identical twins, so everybody gets them mixed up.<br /><br />這兩 兄弟 是 同卵雙胞胎 。 所以 大家 常 把 他們 兩個 搞混 。<br /><br />zhèliǎng xiōngdì shì tóngluǎnshuāngbāotāi. suǒyǐ dàjiā cháng bǎ tāmen liǎngge· gǎohùn.
你的 房子 一團亂 ， 你 到底 什麼時候 要把 這裡 清 乾淨 ？|Your house is an absolute mess. When are you going to get this place cleaned up?<br /><br />你的 房子 一團亂 ， 你 到底 什麼時候 要把 這裡 清 乾淨 ？<br /><br />nǐde· fángzǐ yìtuánluàn, nǐ dàodǐ shémeshíhòu yàobǎ zhèlǐ qīng gānjìng?
當 你的 語言訓練 開始 越來越 辛苦 ， 代表 很快 會有 重大 突破 ， 所以 要堅持 不放棄 。|When your language training starts getting tough, it means you're about to make a big breakthrough, so stick with it and don't give up.<br /><br />當 你的 語言訓練 開始 越來越 辛苦 ， 代表 很快 會有 重大 突破 ， 所以 要堅持 不放棄 。<br /><br />dāng nǐde· yǔyánxùnliàn kāishǐ yuèláiyuè xīnkǔ, dàibiǎo hěnkuài huìyǒu zhòngdà tūpò, suǒyǐ yàojiānchí búfàngqì.
最後 喝完 牛奶 、 吃完 雞蛋 的 人 必須 再 買 一些 回來 。 順便 買 衛生紙 。|Whoever used up all the milk and eggs should go out and buy some more. And get some toilet paper while you're at it.<br /><br />最後 喝完 牛奶 、 吃完 雞蛋 的 人 必須 再 買 一些 回來 。 順便 買 衛生紙 。<br /><br />zuìhòu hēwán niúnǎi, chīwán jīdàn de· rén bìxū zài mǎi yìxiē huílái. shùnbiàn mǎi wèishēngzhǐ.
以前 人們 隨身攜帶 呼叫器 ， 但 現在 已經 完全 過時了 。|People used to carry pagers around, but they've completely fallen out of use.<br /><br />以前 人們 隨身攜帶 呼叫器 ， 但 現在 已經 完全 過時了 。<br /><br />yǐqián rénmen suíshēnxīdài hūjiàoqì, dàn xiànzài yǐjīng wánquán guòshíle·.
我的 經理 在 我們 新的 行銷企畫中 指出 一個 潛在的 問題 。|My manager pointed out a potential problem with our new marketing plan.<br /><br />我的 經理 在 我們 新的 行銷企畫中 指出 一個 潛在的 問題 。<br /><br />wǒde· jīnglǐ zài wǒmen xīnde· xíngxiāoqìhuàzhōng zhǐchū yīge· qiánzàide· wèntí.
現在 就 必須做出 決定 ， 我們 不能 再 拖延 下去了 。|A decision has to be made now. We can't put it off any longer.<br /><br />現在 就 必須做出 決定 ， 我們 不能 再 拖延 下去了 。<br /><br />xiànzài jiù bìxūzuòchū juédìng, wǒmen bùnéng zài tuōyánxiàqùle·.
我 得到了 一份 石油公司的 工作 ， 但 我 決 定 婉拒 。|I was offered a job at the oil company, but I decided to turn it down.<br /><br />我 得到了 一份 石油公司的 工作 ， 但 我 決 定 婉拒 。<br /><br />wǒ dédàole· yífèn shíyóugōngsīde· gōngzuò, dàn wǒ juédìng wǎnjù.
酒吧裡 ， 有 幾個 男人 看 傑克 不順眼 ， 不 過 傑克 說 他 不怕 他們 放馬 過來 。|Several men got angry with Jack in the bar and Jack told them he wasn't afraid to take them on.<br /><br />酒吧裡 ， 有 幾個 男人 看 傑克 不順眼 ， 不 過 傑克 說 他 不怕 他們 放馬 過來 。<br /><br />jiǔbālǐ, yǒu jǐge· nánrén kàn jiékè bùshùnyǎn, búguò jiékè shuō tā búpà tāmen fàngmǎ guòlái.
他們 到 馬路上 ， 然後 傑克 給 他們 教訓 。 傑克 一個接一個 打倒 他們 ， 這樣的 情景 吸 引了 很多 人 圍觀 。|They took it out into the street, and Jack let them have it. Jack put them down one by one, and the spectacle really drew a crowd.<br /><br />他們 到 馬路上 ， 然後 傑克 給 他們 教訓 。 傑克 一個接一個 打倒 他們 ， 這樣的 情景 吸 引了 很多 人 圍觀 。<br /><br />tāmen dào mǎlùshàng, ránhòu jiékè gěi tāmen jiàoxùn. jiékè yīge·jiēyīge· dǎdǎo tāmen, zhèyàngde· qíngjǐng xīyǐnle· hěnduō rén wéiguān.
一名 男子 過 馬路時 被 車 撞倒 ， 不得不 被 送進 醫院 。|A man was knocked down by a car when crossing the street and had to be taken to the hospital.<br /><br />一名 男子 過 馬路時 被 車 撞倒 ， 不得不 被 送進 醫院 。<br /><br />yìmíng nánzǐ guò mǎlùshí bèi chē zhuàngdǎo, bùdébù bèi sòngjìn yīyuàn.
在 龍捲風過後 ， 他們 發現了 很多 被 連 根 拔起的 樹木 和 被 吹倒的 房屋。|In the aftermath of the tornado, they discovered a lot of uprooted trees and houses that had been blown down.<br /><br />在 龍捲風過後 ， 他們 發現了 很多 被 連 根 拔起的 樹木 和 被 吹倒的 房屋。<br /><br />zài lóngjuǎnfēngguòhòu, tāmen fāxiànle· hěnduō bèi lián gēnbáqǐde· shùmù hàn bèi chuīdǎode· fángwū.
請 冷靜下來 。 一切都 會 好轉的 。|Please calm down. Everything will turn out all right.<br /><br />請 冷靜下來 。 一切都 會 好轉的 。<br /><br />qǐng lěngjìngxiàlái. yíqièdōu huì hǎozhuǎnde·.
警方 詢問 他 時 ， 他 決定 保留 重要細節 不 說 。|When the police questioned him, he decided to leave out an important detail.<br /><br />警方 詢問 他 時 ， 他 決定 保留 重要細節 不 說 。<br /><br />jǐngfāng xúnwèn tā shí, tā juédìng bǎoliú zhòngyàoxìjié bùshuō.
